PlayerID,First,Last,YearID,G,AB,R,H,2B,3B,HR,AVG,RBI,SB,BB,SO,Season,Ballot
sheanda01,Dave,Shean,1911,630,2167,225,495,59,23,6,0.228426396,166,66,155,133,10,N
altroni01,Nick,Altrock,1912,230,550,52,97,9,1,2,0.176363636,27,5,29,0,21,Y
byrnebo01,Bobby,Byrne,1912,1283,4831,667,1225,186,60,10,0.253570689,329,176,456,220,14,N
chaseha01,Hal,Chase,1912,1919,7417,980,2158,322,124,57,0.290953216,941,363,276,306,17,Y
coombja01,Jack,Coombs,1912,460,1110,123,261,34,10,4,0.235135135,100,21,59,44,14,Y
cranddo01,Doc,Crandall,1912,500,887,109,253,35,19,9,0.285231116,126,9,118,94,12,Y
egandi01,Dick,Egan,1912,917,3080,374,767,87,29,4,0.249025974,292,167,291,191,10,N
englecl01,Clyde,Engle,1912,836,2822,373,748,101,39,12,0.265060241,318,128,271,119,10,N
hinchbi01,Bill,Hinchman,1912,908,3043,364,793,128,69,20,0.260598094,369,85,298,174,10,Y
mcquige01,George,McQuillan,1912,273,469,23,55,6,1,0,0.117270789,20,2,34,85,11,N
snodgfr01,Fred,Snodgrass,1912,923,3101,453,852,143,42,11,0.274750081,351,215,386,359,10,N
archeji01,Jimmy,Archer,1913,847,2646,246,660,106,34,16,0.249433107,296,36,124,241,14,Y
bailebi01,Bill,Bailey,1913,209,366,23,71,4,1,0,0.193989071,15,3,20,38,12,N
barryja01,Jack,Barry,1913,1223,4146,532,1009,142,38,10,0.243367101,429,153,396,142,12,Y
beschbo01,Bob,Bescher,1913,1228,4536,749,1171,190,74,28,0.258156966,345,428,619,451,11,N
cicoted01,Eddie,Cicotte,1913,504,1062,97,198,24,3,0,0.186440678,58,6,88,129,15,N
clarkto01,Tommy,Clarke,1913,700,1708,169,453,66,37,6,0.265222482,191,42,216,177,10,N
doylela01,Larry,Doyle,1913,1766,6509,960,1887,299,123,74,0.289906284,793,298,625,274,15,Y
groombo01,Bob,Groom,1913,369,764,49,98,16,3,0,0.128272251,35,3,37,128,10,N
hoblidi01,Dick,Hoblitzel,1913,1318,4706,591,1310,194,88,27,0.278368041,593,173,407,256,12,N
mccaral01,Alex,McCarthy,1913,432,1335,136,306,34,11,5,0.229213483,122,23,104,123,10,N
meyerch01,Chief,Meyers,1913,992,2834,276,826,120,41,14,0.291460833,363,44,274,162,10,N
zeidero01,Rollie,Zeider,1913,941,3210,393,769,89,22,5,0.239563863,253,223,334,138,10,N
zimmehe01,Heinie,Zimmerman,1913,1456,5304,695,1566,275,105,58,0.295248869,796,175,242,404,14,N
bakerfr01,Frank,Baker,1914,1575,5984,887,1838,315,103,96,0.307152406,987,235,473,182,13,Y
cravaga01,Gavvy,Cravath,1914,1220,3951,575,1134,232,83,119,0.287015945,719,89,561,514,12,Y
fishera01,Ray,Fisher,1914,278,587,45,105,14,1,2,0.178875639,27,5,18,88,10,N
gainede01,Del,Gainer,1914,548,1608,218,438,75,36,14,0.27238806,185,54,149,156,11,N
herzobu01,Buck,Herzog,1914,1493,5284,705,1370,191,75,20,0.259273278,445,312,427,307,16,Y
jacksjo01,Joe,Jackson,1914,1332,4981,873,1772,307,168,54,0.355751857,785,202,519,158,14,Y
koneted01,Ed,Konetchy,1914,2085,7649,972,2150,344,182,74,0.281082494,992,255,689,545,16,N
luderfr01,Fred,Luderus,1914,1346,4851,570,1344,251,54,84,0.277056277,642,55,414,421,13,N
marsaar01,Armando,Marsans,1914,655,2273,267,612,67,19,2,0.26924769,221,171,173,117,10,N
mckecbi01,Bill,McKechnie,1914,846,2843,319,713,86,33,8,0.250791418,240,127,190,199,13,N
milancl01,Clyde,Milan,1914,1982,7359,1004,2100,240,105,17,0.285364859,617,495,685,197,16,Y
milledo02,Dots,Miller,1914,1589,5805,711,1526,232,108,32,0.26287683,715,177,391,454,12,Y
mitchwi01,Willie,Mitchell,1914,279,530,29,69,5,0,0,0.130188679,27,0,29,90,12,N
paskedo01,Dode,Paskert,1914,1716,6017,868,1613,279,77,42,0.268073791,577,293,715,659,15,Y
raridbi01,Bill,Rariden,1914,982,2877,272,682,105,24,7,0.237052485,272,47,340,251,12,N
